## object_type
# 1: Comida
# 2: Arma
# 3: Armadura
# 4: Arbol
# 5: Dinero
# 6: Puerta
# 7: Contenedor
# 8: Cartel
# 9: Llave
# 10: Foro
# 11: Pocion
# 12: Libro
# 13: Bebida
# 14: Leña
# 15: Fogata
# 16: Escudo
# 17: Casco
# 18: Anillo
# 19: Teletransporte
# 20: Mueble
# 21: Joya
# 22: Yacimiento
# 23: Metal
# 24: Pergamino
# 25: Aura
# 26: Instrumento musical
# 27: Yunque
# 28: Fragua
# 29: Gema
# 30: Flor
# 31: Barco
# 32: Flecha
# 33: Botella vacia
# 34: Botella llena
# 35: Mancha

## potion_type
# 1: Aumenta la agilidad
# 2: Aumenta la fuerza
# 3: Repone vida
# 4: Repone mana
# 5: Cura el envenenamiento

# TODO Claves no especificadas en el codigo: RazaEnanaAnim, IndexCerradaLlave, CantItems, NroItems, MinST, Real, Mujer, Upgrade, Caos, Log
# TODO Cuidado con las 'ñ'

[INIT]
object_count = 1052
[OBJ453]
name = Foro
forum_name = Prision
graphic_index = 529
object_type = 10
pickupable = 0

[OBJ454]
name = Foro
forum_name = Lindos
graphic_index = 529
object_type = 10
pickupable = 0

[OBJ455]
name = Foro
forum_name = Abadia
graphic_index = 529
object_type = 10
pickupable = 0

[OBJ456]
name = Teleport a Lindos
graphic_index = 669
object_type = 19
pickupable = 0

# Prision 1
[OBJ457]
name = Cartel
graphic_index = 718
big_graphic = 501
object_type = 8
pickupable = 0
text = Prision del Reino

# Prision 2
[OBJ458]
name = Cartel
graphic_index = 720
big_graphic = 501
object_type = 8
pickupable = 0
text = Prision

# Abadia de Lindos
[OBJ459]
name = Cartel
graphic_index = 721
big_graphic = 501
object_type = 8
pickupable = 0
text = Abadia de Lindos

[OBJ460]
name = Daga (Newbie)
graphic_index = 510
object_type = 2
equipped_weapon_graphic = 12
RazaEnanaAnim = 48
newbie = 1
min_hit = 1
max_hit = 3
stabbing = 1
respawnable = 0

[OBJ461]
name = Pocion Roja (Newbie)
graphic_index = 542
object_type = 11
newbie = 1
potion_type = 3
max_modifier = 30
min_modifier = 30
respawnable = 0

[OBJ462]
name = Pocion Verde (Newbie)
graphic_index = 543
object_type = 11
newbie = 1
potion_type = 2
max_modifier = 5
min_modifier = 1
effect_duration = 1000
respawnable = 0

[OBJ463]
name = Vestimentas Comunes (Newbie)
graphic_index = 527
object_type = 3
equipped_armor_graphic = 1
newbie = 1
respawnable = 0

[OBJ464]
name = Vestimentas Comunes (Newbie)
graphic_index = 528
object_type = 3
equipped_armor_graphic = 2
newbie = 1
respawnable = 0

[OBJ465]
name = Vestimentas Comunes (Newbie)
graphic_index = 535
object_type = 3
equipped_armor_graphic = 3
newbie = 1
respawnable = 0

[OBJ466]
name = Harapos de Mendigo (E/G) (Newbie)
graphic_index = 15249
object_type = 3
equipped_armor_graphic = 300
respawnable = 0
dwarf = 1
newbie = 1

[OBJ467]
name = Manzana Roja (Newbie)
graphic_index = 506
object_type = 1
newbie = 1
hunger_points = 10
respawnable = 0

[OBJ468]
name = Botella de Agua (Newbie)
graphic_index = 537
object_type = 13
newbie = 1
MinST = 3
thirst_points = 30
respawnable = 0

[OBJ469]
name = Laud
graphic_index = 685
object_type = 26
value = 2200
respawnable = 0
sound1 = 39
sound2 = 49
sound3 = 40
wood = 800
carpentry_skill = 75

[OBJ470]
name = Fuerza
graphic_index = 609
object_type = 24
value = 15000
spell_index = 20

[OBJ471]
name = Debilidad
graphic_index = 609
object_type = 24
value = 13450
spell_index = 21

[OBJ472]
name = Palmera
graphic_index = 735
object_type = 4
pickupable = 0

[OBJ473]
name = Flor
graphic_index = 731
object_type = 30
respawnable = 0

[OBJ474]
name = Barca
graphic_index = 749
object_type = 31
equipped_armor_graphic = 84
min_hit = 10
max_hit = 25
min_armor_defense = 5
max_armor_defense = 10
value = 24000
respawnable = 0
wood = 10000
navigation_skill = 35
carpentry_skill = 40

[OBJ475]
name = Galera
graphic_index = 5587
object_type = 31
equipped_armor_graphic = 85
min_hit = 25
max_hit = 35
min_armor_defense = 10
max_armor_defense = 20
value = 53000
respawnable = 0
elven_wood = 10000
navigation_skill = 55
carpentry_skill = 65
Upgrade = 476

[OBJ476]
name = Galeon
graphic_index = 5594
object_type = 31
equipped_armor_graphic = 86
min_hit = 45
max_hit = 55
min_armor_defense = 15
max_armor_defense = 25
value = 87000
respawnable = 0
elven_wood = 15000
navigation_skill = 65
carpentry_skill = 90

[OBJ477]
name = Fragata Fantasmal
graphic_index = 749
object_type = 31
equipped_armor_graphic = 87
respawnable = 0

[OBJ478]
name = Arco Simple
graphic_index = 750
object_type = 2
equipped_weapon_graphic = 41
RazaEnanaAnim = 40
ranged_weapon = 1
ammo = 1
min_hit = 1
max_hit = 4
value = 92
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
wood = 42
Upgrade = 663
carpentry_skill = 20

[OBJ479]
name = Arco Compuesto
graphic_index = 751
object_type = 2
equipped_weapon_graphic = 7
RazaEnanaAnim = 59
ranged_weapon = 1
ammo = 1
min_hit = 4
max_hit = 10
value = 1080
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = PIRATA
wood = 450
Upgrade = 664
carpentry_skill = 40

[OBJ480]
name = Flecha
graphic_index = 752
object_type = 32
min_hit = 1
max_hit = 3
value = 16
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
wood = 1
Upgrade = 551
carpentry_skill = 20

[OBJ481]
name = Armadura de Dragon
graphic_index = 756
object_type = 3
equipped_armor_graphic = 89
max_armor_defense = 65
min_armor_defense = 60
value = 540000
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
forbidden_archetype7 = TRABAJADOR
iron_ingot = 1000
silver_ingot = 1000
gold_ingot = 1000
smithing_skill = 100

[OBJ482]
name = Armadura de Dragon (H/E/EO-M)
graphic_index = 757
object_type = 3
equipped_armor_graphic = 90
Mujer = 1
max_armor_defense = 65
min_armor_defense = 60
value = 540000
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
forbidden_archetype7 = TRABAJADOR
iron_ingot = 1000
silver_ingot = 1000
gold_ingot = 1000
smithing_skill = 100

[OBJ483]
name = Armadura de Dragon (E/G)
graphic_index = 758
object_type = 3
equipped_armor_graphic = 91
dwarf = 1
max_armor_defense = 65
min_armor_defense = 60
value = 540000
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
forbidden_archetype7 = TRABAJADOR
iron_ingot = 1000
silver_ingot = 1000
gold_ingot = 1000
smithing_skill = 100

[OBJ484]
name = Manto de Noble
graphic_index = 760
object_type = 3
equipped_armor_graphic = 93
max_armor_defense = 15
min_armor_defense = 10
value = 4620
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
iron_ingot = 66
smithing_skill = 50

[OBJ485]
name = Armadura Legendaria
graphic_index = 761
object_type = 3
equipped_armor_graphic = 94
max_armor_defense = 60
min_armor_defense = 55
value = 328000
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
iron_ingot = 1000
silver_ingot = 400
gold_ingot = 600
smithing_skill = 100

[OBJ486]
name = Ropa de Estilo (E/G)
graphic_index = 762
object_type = 3
equipped_armor_graphic = 95
dwarf = 1
max_armor_defense = 1
min_armor_defense = 1
value = 120

[OBJ487]
name = Dama de las Tinieblas (H/E/EO-M)
graphic_index = 763
object_type = 3
equipped_armor_graphic = 96
Mujer = 1
max_armor_defense = 60
min_armor_defense = 55
value = 398000
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
forbidden_archetype8 = CAZADOR
forbidden_archetype9 = TRABAJADOR
iron_ingot = 1000
silver_ingot = 400
gold_ingot = 800
smithing_skill = 100

[OBJ488]
name = White Lady (H/E/EO-M)
graphic_index = 764
object_type = 3
equipped_armor_graphic = 97
Mujer = 1
max_armor_defense = 9
min_armor_defense = 7
value = 3000

[OBJ489]
name = Armadura de Placas Azul
graphic_index = 765
object_type = 3
equipped_armor_graphic = 98
max_armor_defense = 45
min_armor_defense = 40
value = 59000
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
forbidden_archetype8 = TRABAJADOR
iron_ingot = 500
silver_ingot = 200
smithing_skill = 80

[OBJ490]
name = Ropa de Minero
graphic_index = 766
object_type = 3
equipped_armor_graphic = 100
max_armor_defense = 16
min_armor_defense = 12
value = 5000
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = DRUIDA

[OBJ491]
name = Escudo Real RM
graphic_index = 560
object_type = 16
equipped_armor_graphic = 2
equipped_weapon_graphic = 1
max_armor_defense = 1
min_armor_defense = 1
value = 350
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA

[OBJ492]
name = Armadura Real (E/G)
graphic_index = 768
object_type = 3
equipped_armor_graphic = 102
Real = 1
dwarf = 1
max_armor_defense = 13
min_armor_defense = 7
value = 3010
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = CLERIGO
forbidden_archetype4 = BARDO
iron_ingot = 43
smithing_skill = 35

[OBJ493]
name = Armadura de Placas Rojas (H/E/EO-M)
graphic_index = 769
object_type = 3
equipped_armor_graphic = 103
Mujer = 1
max_armor_defense = 40
min_armor_defense = 35
value = 53750
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
forbidden_archetype8 = TRABAJADOR
iron_ingot = 425
silver_ingot = 200
smithing_skill = 82

[OBJ494]
name = Escudo Legionario RM
graphic_index = 13255
object_type = 16
equipped_armor_graphic = 2
equipped_weapon_graphic = 5
max_armor_defense = 1
min_armor_defense = 1
value = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA

[OBJ495]
name = Armadura Escarlata
graphic_index = 771
object_type = 3
equipped_armor_graphic = 105
max_armor_defense = 55
min_armor_defense = 50
value = 86000
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
forbidden_archetype8 = CAZADOR
forbidden_archetype9 = TRABAJADOR
iron_ingot = 800
silver_ingot = 250
smithing_skill = 100

[OBJ496]
name = Armadura de la Cienaga
graphic_index = 772
object_type = 3
equipped_armor_graphic = 106
max_armor_defense = 50
min_armor_defense = 45
value = 69500
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
forbidden_archetype8 = CAZADOR
forbidden_archetype9 = TRABAJADOR
iron_ingot = 650
silver_ingot = 200
smithing_skill = 90

[OBJ497]
name = Armadura de Placas de Gala
graphic_index = 773
object_type = 3
equipped_armor_graphic = 107
max_armor_defense = 47
min_armor_defense = 42
value = 56640
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
forbidden_archetype8 = TRABAJADOR
iron_ingot = 600
silver_ingot = 122
smithing_skill = 85

[OBJ498]
name = Sidra
graphic_index = 20509
object_type = 13
thirst_points = 30
value = 30

[OBJ499]
name = Cota de Mallas (H/E/EO-M)
graphic_index = 775
object_type = 3
equipped_armor_graphic = 109
Mujer = 1
max_armor_defense = 22
min_armor_defense = 12
value = 7350
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = BARDO
iron_ingot = 105
smithing_skill = 65

[OBJ500]
name = Armadura Bruñida (E/G)
graphic_index = 776
object_type = 3
equipped_armor_graphic = 110
dwarf = 1
max_armor_defense = 45
min_armor_defense = 40
value = 59000
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
forbidden_archetype8 = TRABAJADOR
iron_ingot = 500
silver_ingot = 200
smithing_skill = 82

[OBJ501]
name = Ropa de Campesino
graphic_index = 777
object_type = 3
equipped_armor_graphic = 111
max_armor_defense = 5
min_armor_defense = 3
value = 650
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA

[OBJ502]
name = Ropa de Campesino (E/G)
graphic_index = 778
object_type = 3
equipped_armor_graphic = 112
dwarf = 1
max_armor_defense = 5
min_armor_defense = 3
value = 650
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA

[OBJ503]
name = Trampa Visual (H/E/EO-M)
graphic_index = 779
object_type = 3
equipped_armor_graphic = 113
Mujer = 1
max_armor_defense = 40
min_armor_defense = 30
value = 25200
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = ASESINO
forbidden_archetype4 = BARDO
forbidden_archetype5 = CAZADOR
forbidden_archetype6 = DRUIDA
iron_ingot = 360
smithing_skill = 80

[OBJ504]
name = Atuendo Combinado (H/E/EO-M)
graphic_index = 780
object_type = 3
equipped_armor_graphic = 114
Mujer = 1
max_armor_defense = 3
min_armor_defense = 1
value = 200
forbidden_archetype1 = PIRATA

[OBJ505]
name = Atuendo Azul (H/E/EO-M)
graphic_index = 781
object_type = 3
equipped_armor_graphic = 115
Mujer = 1
max_armor_defense = 3
min_armor_defense = 1
value = 200

[OBJ506]
name = Atuendo Rosa (H/E/EO-M)
graphic_index = 782
object_type = 3
equipped_armor_graphic = 116
Mujer = 1
max_armor_defense = 3
min_armor_defense = 1
value = 200

[OBJ507]
name = Ropa Violeta (E/G)
graphic_index = 783
object_type = 3
equipped_armor_graphic = 117
dwarf = 1
max_armor_defense = 4
min_armor_defense = 2
value = 410
forbidden_archetype1 = MAGO

[OBJ508]
name = Ropa Estuaria (H/E/EO-M)
graphic_index = 784
object_type = 3
equipped_armor_graphic = 118
Mujer = 1
max_armor_defense = 15
min_armor_defense = 8
value = 4000
forbidden_archetype1 = MAGO

[OBJ509]
name = Tunica de Maga Oscura (H/E/EO-M)
graphic_index = 785
object_type = 3
equipped_armor_graphic = 119
Mujer = 1
Caos = 1
max_armor_defense = 12
min_armor_defense = 5
value = 2800
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = CAZADOR
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = ASESINO
forbidden_archetype7 = PIRATA
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = BARDO
forbidden_archetype10 = LADRON
forbidden_archetype11 = TRABAJADOR

[OBJ510]
name = Vestido Indulgente (H/E/EO-M)
graphic_index = 786
object_type = 3
equipped_armor_graphic = 120
Mujer = 1
max_armor_defense = 20
min_armor_defense = 15
value = 10500

[OBJ511]
name = Vestido de Novia Sensual (H/E/EO-M)
graphic_index = 787
object_type = 3
equipped_armor_graphic = 121
Mujer = 1
max_armor_defense = 10
min_armor_defense = 3
value = 1600

[OBJ512]
name = Vestido Calipso (E/G-M)
graphic_index = 789
object_type = 3
equipped_armor_graphic = 123
Mujer = 1
dwarf = 1
max_armor_defense = 10
min_armor_defense = 6
value = 3075
forbidden_archetype1 = GUERRERO

[OBJ513]
name = Vestido de Bruja (H/E/EO-M)
graphic_index = 790
object_type = 3
equipped_armor_graphic = 124
Mujer = 1
max_armor_defense = 20
min_armor_defense = 15
value = 10500
forbidden_archetype1 = GUERRERO

[OBJ514]
name = Vestido de Bruja Especial (H/E/EO-M)
graphic_index = 791
object_type = 3
equipped_armor_graphic = 125
Mujer = 1
max_armor_defense = 26
min_armor_defense = 19
value = 15200
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = MAGO

[OBJ515]
name = Ropa Legendaria
graphic_index = 792
object_type = 3
equipped_armor_graphic = 126
max_armor_defense = 14
min_armor_defense = 9
value = 3900

[OBJ516]
name = Tunica de Maga del Imperio (H/E/EO-M)
graphic_index = 793
object_type = 3
equipped_armor_graphic = 127
Real = 1
Mujer = 1
max_armor_defense = 12
min_armor_defense = 5
value = 2800
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = CAZADOR
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = ASESINO
forbidden_archetype7 = PIRATA
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = BARDO
forbidden_archetype10 = LADRON
forbidden_archetype11 = TRABAJADOR

[OBJ517]
name = Tunica de Mago del Imperio
graphic_index = 794
object_type = 3
equipped_armor_graphic = 128
Real = 1
max_armor_defense = 12
min_armor_defense = 5
value = 2800
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = CAZADOR
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = ASESINO
forbidden_archetype7 = PIRATA
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = BARDO
forbidden_archetype10 = LADRON
forbidden_archetype11 = TRABAJADOR

[OBJ518]
name = Tunica de Mago Oscuro
graphic_index = 795
object_type = 3
equipped_armor_graphic = 129
Caos = 1
max_armor_defense = 12
min_armor_defense = 5
value = 2800
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = CAZADOR
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = ASESINO
forbidden_archetype7 = PIRATA
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = BARDO
forbidden_archetype10 = LADRON
forbidden_archetype11 = TRABAJADOR

[OBJ519]
name = Tunica Legendaria
graphic_index = 796
object_type = 3
equipped_armor_graphic = 130
max_armor_defense = 35
min_armor_defense = 30
value = 20000
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = MAGO

[OBJ520]
name = Armadura de Gran Sacerdotisa Imperial (H/E/EO-M)
graphic_index = 797
object_type = 3
equipped_armor_graphic = 131
Real = 1
Mujer = 1
max_armor_defense = 22
min_armor_defense = 15
value = 9240
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = CAZADOR
forbidden_archetype4 = ASESINO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = BANDIDO
forbidden_archetype7 = MAGO
forbidden_archetype8 = LADRON
forbidden_archetype9 = TRABAJADOR
iron_ingot = 132
smithing_skill = 70

[OBJ521]
name = Armadura Real
graphic_index = 690
object_type = 3
equipped_armor_graphic = 64
Real = 1
max_armor_defense = 13
min_armor_defense = 7
value = 3010
forbidden_archetype1 = MAGO
forbidden_archetype2 = CLERIGO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = BARDO
iron_ingot = 43
smithing_skill = 35

[OBJ522]
name = Hipocras
graphic_index = 20507
object_type = 13
thirst_points = 40
value = 40

[OBJ523]
name = Manto de Sacerdote Demoniaco
graphic_index = 800
object_type = 3
equipped_armor_graphic = 134
Caos = 1
max_armor_defense = 12
min_armor_defense = 6
value = 2900
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = CAZADOR
forbidden_archetype4 = ASESINO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = BANDIDO
forbidden_archetype7 = MAGO
forbidden_archetype8 = LADRON
forbidden_archetype9 = TRABAJADOR

[OBJ524]
name = Tunica Roja Especial (E/G)
graphic_index = 801
object_type = 3
equipped_armor_graphic = 135
dwarf = 1
max_armor_defense = 20
min_armor_defense = 15
value = 10500

[OBJ525]
name = Tunica Combinada (E/G)
graphic_index = 802
object_type = 3
equipped_armor_graphic = 136
dwarf = 1
max_armor_defense = 35
min_armor_defense = 30
value = 20000
forbidden_archetype1 = MAGO

[OBJ526]
name = Tunica Combinada de Mujer (E/G-M)
graphic_index = 803
object_type = 3
equipped_armor_graphic = 137
dwarf = 1
Mujer = 1
max_armor_defense = 35
min_armor_defense = 30
value = 20000

[OBJ527]
name = Ropa de Enana (E/G-M)
graphic_index = 804
object_type = 3
